1	11	3
1	12	4
1	13	3
1	14	5
1	15	5
1	16	4
1	1	4
1	17	5
1	18	5
1	19	5
2	20	1
2	21	5
2	22	3
2	23	1
2	24	5
2	25	5
2	26	3
2	27	5
2	28	4
2	29	2
3	30	4
3	31	5
3	32	5
3	33	1
3	34	4
3	35	5
3	36	3
3	37	5
3	38	1
3	39	3
4	40	2
4	41	4
4	42	5
4	43	4
4	44	5
4	45	5
4	46	4
4	47	4
4	48	5
4	49	2
5	50	5
5	51	4
5	52	4
5	53	5
5	54	3
5	55	5
5	56	5
5	57	4
5	58	4
5	59	4
6	60	2
6	61	5
6	62	4
6	63	3
6	64	4
6	65	4
6	66	4
6	67	5
6	68	3
6	65	5
7	69	3
7	70	4
7	71	3
7	72	4
7	73	5
7	74	4
7	75	4
7	76	5
7	77	5
7	78	5
8	79	4
8	80	5
8	81	5
8	82	5
8	83	2
8	84	4
8	85	5
8	86	5
8	87	5
8	88	5
9	89	5
9	90	5
9	91	5
9	92	5
9	93	5
9	94	5
9	95	5
9	96	5
9	97	5
9	98	5
10	99	5
10	100	5
10	101	5
10	102	2
10	103	4
10	104	5
10	105	5
10	106	4
10	107	5
10	108	4
11	109	4
11	110	5
11	111	5
11	112	5
11	113	5
11	114	4
11	115	5
11	116	4
11	117	5
11	118	2
12	119	5
12	120	4
12	112	5
12	121	5
12	122	2
12	123	5
12	124	3
12	125	4
12	126	5
12	127	2
13	128	5
13	129	4
13	130	5
13	131	4
13	132	1
13	133	4
13	134	4
13	135	2
13	136	3
13	137	4
14	138	5
14	139	1
14	140	3
14	141	1
14	142	1
14	143	2
14	144	4
14	145	3
14	146	1
14	147	5
15	148	5
15	149	5
15	150	5
15	151	1
15	152	4
15	153	4
15	154	5
15	155	1
15	156	4
15	157	3
16	158	5
16	117	2
16	159	5
16	160	3
16	161	5
16	162	5
16	163	5
16	164	5
16	165	5
16	166	5
17	167	1
17	168	4
17	169	3
17	170	5
17	171	4
17	172	1
17	173	5
17	174	4
17	175	4
17	176	5
18	177	4
18	178	5
18	179	4
18	180	5
18	181	4
18	182	4
18	183	4
18	184	1
18	185	5
18	186	4
19	187	5
19	174	4
19	188	5
19	189	5
19	190	5
19	191	4
19	192	4
19	193	4
19	194	4
19	195	4
20	196	4
20	197	4
20	198	5
20	199	4
20	196	5
20	196	5
20	199	5
20	183	5
20	104	5
20	105	5

